Cliente,Año,Activos_Iniciales_millones,Ingresos_Netos_millones,Gastos_Operativos_millones,Margen_Financiero_Neto_millones,Fondos_Disponibles_millones,Depositos_Corto_Plazo_millones,Prestamos_Totales_millones,Prestamos_Morosos_millones,Activos_Finales_millones,Patrimonio_millones,Captaciones_Iniciales_millones,Captaciones_Finales_millones,Cartera_Inicial_millones,Cartera_Final_millones,Provisiones_Iniciales_millones,Provisiones_Finales_millones,Activos_Finales_millones_promedio,Eficiencia_Gasto_Operativo,Gasto_personal,ROA,Liquidez_de_Corto_Plazo,Tasa_de_Morosidad,Grado_Absorción,Solvencia_Patrimonial,Porcentaje_Crecimiento_Captaciones,Porcentaje_Crecimiento_Cartera,Porcentaje_Crecimiento_Provisiones
Cliente_11,2017,1947.358,6.970,10.658,4.839,62.533,7.493,14.396,0.314,1758.711,354.933,97.318,13.066,347.017,587.244,1.047,6.813,5183.146,-0.529,152.926,0.001,8.346,2.183,2.203,0.202,-86.574,69.226,550.952
Cliente_11,2000,5532.676,8.974,14.739,5.377,81.708,6.252,10.757,0.390,9196.428,772.218,30.464,67.986,442.934,243.216,5.953,9.171,4620.370,-0.642,164.228,0.002,13.070,3.624,2.741,0.084,123.168,-45.090,54.060
Cliente_11,2003,736.244,6.695,14.253,12.510,75.279,2.535,22.548,1.114,9971.721,721.204,29.611,38.590,257.188,670.164,9.362,1.805,4970.480,-1.129,212.872,0.001,29.701,4.939,1.139,0.072,30.320,160.574,-80.718
Cliente_12,2012,1073.900,5.563,25.828,4.281,20.640,6.532,36.564,0.795,2173.475,91.851,40.199,93.444,869.751,529.314,3.228,1.141,4846.471,-3.643,464.267,0.001,3.160,2.173,6.033,0.042,132.453,-39.142,-64.655
Cliente_12,2015,9829.956,5.812,27.014,3.915,37.613,2.972,18.736,2.137,8637.439,510.865,81.829,4.142,906.861,728.130,4.115,2.855,4996.377,-3.648,464.763,0.001,12.655,11.405,6.900,0.059,-94.939,-19.709,-30.634
Cliente_12,2005,2846.332,7.295,24.983,11.429,46.487,2.202,19.899,2.110,565.384,808.883,74.835,41.478,376.270,223.468,3.481,1.908,4920.368,-2.425,342.483,0.001,21.110,10.604,2.186,1.431,-44.574,-40.610,-45.184
Cliente_12,2023,9891.006,6.286,15.943,14.334,55.227,2.379,40.190,4.775,5039.455,453.979,58.253,77.128,683.048,4.470,9.437,1.302,5423.356,-1.536,253.616,0.001,23.218,11.881,1.112,0.090,32.403,-99.346,-86.201
Cliente_12,2009,5433.462,5.931,3.515,4.878,90.561,7.730,44.925,1.728,2893.345,513.735,5.484,76.817,662.131,23.713,7.525,6.380,5375.895,0.407,59.272,0.001,11.716,3.847,0.721,0.178,1300.826,-96.419,-15.218
Cliente_12,2001,4939.630,8.683,20.408,10.982,73.320,6.452,13.275,0.960,8158.047,457.342,35.108,97.855,539.761,299.065,2.016,7.330,5252.968,-1.350,235.036,0.002,11.365,7.234,1.858,0.056,178.723,-44.593,263.642
Cliente_12,2000,9385.666,8.954,6.359,0.666,37.988,4.743,27.870,3.034,7315.443,58.679,7.312,64.942,653.881,673.826,8.285,1.438,4620.370,0.290,71.016,0.002,8.010,10.886,9.550,0.008,788.131,3.050,-82.643
Cliente_12,2009,8510.746,7.839,5.078,9.978,20.567,5.943,38.151,1.224,3189.718,462.916,99.418,42.616,348.422,544.901,4.773,7.665,5375.895,0.352,64.776,0.001,3.461,3.209,0.509,0.145,-57.135,56.391,60.583
Cliente_12,2018,4680.740,8.786,10.384,10.545,92.452,5.237,13.124,0.643,5979.579,807.108,93.524,99.293,179.295,532.402,7.894,4.620,5248.009,-0.182,118.188,0.002,17.652,4.903,0.985,0.135,6.169,196.941,-41.473
Cliente_12,2019,1928.921,5.877,8.193,1.401,36.553,5.838,32.567,3.934,6725.646,723.557,7.833,38.865,537.721,823.537,8.954,3.109,4782.451,-0.394,139.403,0.001,6.262,12.080,5.849,0.108,396.183,53.153,-65.277
Cliente_13,2010,610.515,8.929,24.368,12.783,75.187,9.996,24.370,2.160,1714.664,380.460,17.655,84.823,373.827,275.466,2.727,7.156,4613.751,-1.729,272.902,0.002,7.522,8.865,1.906,0.222,380.444,-26.312,162.389
Cliente_13,2007,9485.254,6.594,27.527,1.841,60.297,5.310,20.462,2.392,4999.084,833.529,79.703,94.574,618.217,977.502,5.738,8.631,5175.817,-3.175,417.484,0.001,11.355,11.688,14.955,0.167,18.658,58.116,50.412
Cliente_13,2009,8797.259,7.082,17.309,11.006,53.145,3.183,30.513,1.588,4339.663,499.802,17.757,67.153,667.088,18.125,8.337,6.884,5375.895,-1.444,244.424,0.001,16.695,5.204,1.573,0.115,278.173,-97.283,-17.432
Cliente_13,2004,9115.865,5.746,29.066,3.262,88.253,6.440,29.891,1.128,7843.979,654.953,72.311,76.670,616.903,813.344,3.406,8.724,4929.029,-4.058,505.836,0.001,13.705,3.773,8.910,0.083,6.027,31.843,156.141
Cliente_13,2021,6260.305,6.882,17.161,4.393,39.967,2.841,13.944,0.830,5659.000,685.162,49.343,41.827,483.721,674.359,4.572,7.836,5050.433,-1.494,249.354,0.001,14.070,5.955,3.907,0.121,-15.233,39.411,71.394
Cliente_13,2016,4272.579,8.772,4.889,10.268,96.132,9.236,49.253,9.240,8579.745,258.069,91.773,84.412,488.367,806.362,4.357,1.842,4857.693,0.443,55.730,0.002,10.408,18.760,0.476,0.030,-8.021,65.114,-57.739
Cliente_13,2007,4956.712,7.368,8.043,9.242,11.380,5.969,28.780,3.455,954.523,821.770,54.672,23.912,7.606,909.864,4.654,4.413,5175.817,-0.092,109.166,0.001,1.907,12.004,0.870,0.861,-56.263,11862.847,-5.175
Cliente_13,2013,9722.930,9.247,6.897,13.167,94.344,7.980,43.589,3.894,5282.064,966.542,64.539,71.010,552.092,107.909,6.085,5.974,5072.685,0.254,74.586,0.002,11.823,8.934,0.524,0.183,10.026,-80.454,-1.819
Cliente_13,2009,9415.923,6.504,19.754,3.228,96.587,4.426,46.573,1.814,426.475,642.053,6.814,1.905,12.839,97.218,9.912,1.505,5375.895,-2.037,303.743,0.001,21.823,3.896,6.119,1.505,-72.045,657.198,-84.816
Cliente_13,2008,6713.754,8.538,27.745,11.545,20.558,5.803,24.828,1.804,2114.959,491.105,4.349,51.068,529.888,149.749,3.033,1.085,5765.334,-2.250,324.958,0.001,3.543,7.267,2.403,0.232,1074.358,-71.740,-64.222
Cliente_14,2022,6581.434,7.820,22.618,9.695,36.584,9.487,32.169,1.805,1664.219,782.884,84.320,69.834,281.020,943.032,3.274,4.765,5055.648,-1.892,289.244,0.002,3.856,5.612,2.333,0.470,-17.180,235.575,45.526
Cliente_14,2018,1794.366,7.833,11.030,11.861,32.180,5.003,33.877,3.693,6127.166,361.764,38.609,48.422,786.081,210.439,2.387,1.331,5248.009,-0.408,140.805,0.001,6.433,10.901,0.930,0.059,25.416,-73.229,-44.251
Cliente_14,2015,8504.426,9.247,3.833,7.033,16.616,7.852,41.378,5.802,5632.640,944.278,86.358,18.586,365.651,797.888,4.808,9.716,4996.377,0.586,41.449,0.002,2.116,14.021,0.545,0.168,-78.478,118.211,102.070
Cliente_14,2008,157.565,8.385,7.732,3.808,34.117,1.920,44.549,1.880,6450.667,721.179,44.582,40.426,932.135,831.451,4.393,7.315,5765.334,0.078,92.212,0.001,17.769,4.221,2.031,0.112,-9.323,-10.801,66.511
Cliente_14,2001,2072.374,7.703,3.205,8.519,44.200,1.786,10.494,0.641,6467.789,496.307,43.631,32.595,200.600,70.090,5.042,8.311,5252.968,0.584,41.602,0.001,24.753,6.109,0.376,0.077,-25.295,-65.060,64.842
Cliente_14,2002,1442.771,6.919,18.550,5.944,80.550,4.879,26.552,1.620,9668.145,617.052,82.530,73.753,997.268,847.940,6.381,6.344,5226.441,-1.681,268.092,0.001,16.510,6.100,3.121,0.064,-10.635,-14.974,-0.580
Cliente_14,2021,8207.087,8.699,18.802,3.193,23.885,6.013,41.167,1.553,3316.635,458.404,65.453,63.657,180.747,795.251,6.240,9.230,5050.433,-1.161,216.148,0.002,3.972,3.773,5.888,0.138,-2.743,339.979,47.906
Cliente_14,2008,8209.203,8.952,18.273,8.995,45.066,5.612,38.994,1.629,7962.514,136.354,59.845,96.809,767.850,673.305,5.809,1.984,5765.334,-1.041,204.107,0.002,8.030,4.177,2.031,0.017,61.766,-12.313,-65.842
Cliente_14,2017,9288.821,8.447,29.099,6.011,42.463,1.930,32.381,2.022,1060.340,7.761,30.743,78.415,27.889,140.040,9.311,3.234,5183.146,-2.445,344.504,0.002,22.006,6.243,4.841,0.007,155.067,402.130,-65.268
Cliente_14,2018,2993.470,5.392,10.465,11.696,18.237,1.807,49.709,3.328,986.967,396.296,60.718,33.263,727.486,303.530,8.827,6.982,5248.009,-0.941,194.077,0.001,10.095,6.695,0.895,0.402,-45.218,-58.277,-20.896
Cliente_15,2007,3741.822,9.157,2.948,8.503,89.479,5.832,14.569,0.806,5144.635,919.242,48.976,56.974,511.295,425.730,2.056,8.322,5175.817,0.678,32.196,0.002,15.343,5.533,0.347,0.179,16.331,-16.735,304.662
Cliente_15,2016,4631.169,8.651,2.296,5.299,50.462,4.292,24.079,0.776,9001.653,930.764,20.318,79.792,573.141,736.253,8.307,8.249,4857.693,0.735,26.539,0.002,11.757,3.222,0.433,0.103,292.722,28.459,-0.699
Cliente_15,2023,6795.875,6.742,21.613,6.682,48.660,2.774,28.314,2.291,8151.994,174.062,39.010,22.832,268.621,654.018,2.889,6.131,5423.356,-2.206,320.583,0.001,17.543,8.093,3.234,0.021,-41.471,143.472,112.214
Cliente_15,2016,6904.683,6.715,1.655,7.200,10.401,2.026,16.901,0.623,1356.753,167.699,56.597,4.237,543.563,248.284,7.639,5.791,4857.693,0.754,24.645,0.001,5.135,3.686,0.230,0.124,-92.514,-54.323,-24.193
Cliente_15,2017,1508.299,8.921,10.949,12.067,29.332,7.036,36.944,3.096,7501.191,289.546,65.654,23.259,990.903,874.935,7.202,6.372,5183.146,-0.227,122.731,0.002,4.169,8.381,0.907,0.039,-64.573,-11.703,-11.531
Cliente_15,2018,9977.030,7.606,4.172,9.632,35.051,5.405,42.025,5.183,4116.551,187.911,41.504,29.578,542.501,33.198,8.749,2.515,5248.009,0.452,54.848,0.001,6.485,12.332,0.433,0.046,-28.734,-93.881,-71.251
Cliente_15,2022,4828.228,6.742,24.201,3.203,73.338,9.693,46.747,5.573,593.800,842.143,49.681,78.293,757.029,263.552,6.492,9.811,5055.648,-2.590,358.992,0.001,7.566,11.921,7.557,1.418,57.592,-65.186,51.116
Cliente_15,2018,2955.027,5.488,27.968,10.031,81.641,3.821,33.607,3.037,2773.958,619.791,71.304,56.999,760.244,862.337,4.854,3.634,5248.009,-4.096,509.606,0.001,21.368,9.038,2.788,0.223,-20.062,13.429,-25.132
Cliente_15,2007,9205.555,8.610,22.474,6.236,61.961,4.498,36.884,3.779,6559.307,865.657,44.941,77.482,441.925,87.896,6.545,6.155,5175.817,-1.610,261.025,0.002,13.776,10.247,3.604,0.132,72.408,-80.111,-5.970
Cliente_15,2014,859.462,7.262,15.964,11.192,81.955,4.533,22.527,2.525,7014.564,951.890,17.558,50.036,219.323,865.425,8.064,9.572,4789.817,-1.198,219.820,0.002,18.080,11.210,1.426,0.136,184.974,294.589,18.700
Cliente_16,2004,5774.678,6.845,2.837,7.537,10.061,3.254,10.043,0.353,5113.536,134.013,41.759,14.843,302.348,500.083,7.146,5.559,4929.029,0.586,41.438,0.001,3.092,3.511,0.376,0.026,-64.455,65.400,-22.207
Cliente_16,2007,2687.903,9.751,16.498,5.484,96.223,4.347,29.072,0.682,2032.772,992.947,68.970,28.420,518.231,594.336,7.865,6.657,5175.817,-0.692,169.191,0.002,22.138,2.346,3.008,0.488,-58.794,14.685,-15.352
Cliente_16,2004,4142.837,6.636,7.317,10.397,28.209,9.134,15.308,1.267,8080.793,143.710,86.136,9.341,510.013,528.758,9.590,5.509,4929.029,-0.103,110.256,0.001,3.088,8.278,0.704,0.018,-89.156,3.675,-42.551
Cliente_16,2022,4520.465,5.012,13.460,1.202,71.973,2.490,19.048,2.835,5364.365,530.978,9.582,55.786,748.096,977.719,7.933,4.739,5055.648,-1.685,268.529,0.001,28.908,14.885,11.198,0.099,482.192,30.694,-40.266
Cliente_16,2010,6336.644,8.871,7.144,1.944,21.872,4.567,37.199,1.096,3907.924,9.466,10.946,60.401,296.247,986.896,1.150,7.316,4613.751,0.195,80.532,0.002,4.789,2.946,3.675,0.002,451.805,233.133,536.086
Cliente_16,2007,8801.371,8.664,8.788,11.866,68.500,3.750,10.371,0.721,6343.308,650.370,75.492,61.152,55.515,933.990,1.608,1.742,5175.817,-0.014,101.431,0.002,18.269,6.954,0.741,0.103,-18.996,1582.424,8.338
Cliente_16,2021,931.855,8.655,25.022,7.164,24.308,7.295,37.824,6.709,8345.430,440.659,59.368,78.118,898.015,132.851,3.360,5.829,5050.433,-1.891,289.116,0.002,3.332,17.739,3.493,0.053,31.583,-85.206,73.502
Cliente_16,2012,5156.619,7.292,10.795,2.301,93.945,3.107,42.684,1.539,6810.876,722.710,39.019,69.357,954.717,860.953,1.358,6.544,4846.471,-0.480,148.033,0.002,30.234,3.605,4.690,0.106,77.751,-9.821,381.760
Cliente_16,2015,2782.979,8.321,17.760,12.936,34.662,6.899,49.526,7.774,662.085,628.452,96.362,84.941,495.393,568.812,1.544,3.497,4996.377,-1.134,213.444,0.002,5.024,15.696,1.373,0.949,-11.852,14.820,126.471
Cliente_16,2004,9363.425,6.791,17.418,6.899,68.913,7.333,26.893,4.117,6987.060,152.223,32.136,66.182,113.631,366.047,8.104,3.789,4929.029,-1.565,256.484,0.001,9.397,15.310,2.525,0.022,105.945,222.137,-53.241
Cliente_17,2023,551.231,9.113,16.192,11.713,92.820,3.879,45.080,2.529,5559.982,24.886,21.314,41.893,662.781,943.611,5.067,2.335,5423.356,-0.777,177.687,0.002,23.926,5.609,1.382,0.004,96.548,42.371,-53.922
Cliente_17,2007,6661.130,6.296,8.626,13.467,26.106,8.434,44.641,3.570,5501.659,542.004,98.328,89.662,131.578,136.976,5.170,7.400,5175.817,-0.370,136.995,0.001,3.095,7.997,0.640,0.099,-8.814,4.103,43.138
Cliente_17,2001,6580.866,6.859,29.276,10.275,96.431,6.144,40.941,7.969,948.158,636.306,42.562,46.387,292.384,770.376,8.672,9.716,5252.968,-3.268,426.811,0.001,15.696,19.465,2.849,0.671,8.988,163.481,12.030
Cliente_17,2007,1757.283,8.749,19.198,2.172,13.183,2.075,22.428,4.476,1019.972,693.767,96.157,75.042,851.063,109.864,1.814,4.566,5175.817,-1.194,219.439,0.002,6.354,19.958,8.838,0.680,-21.959,-87.091,151.749
Cliente_17,2002,127.637,9.367,15.388,11.241,82.280,7.060,13.455,2.118,7938.304,10.585,97.283,58.496,926.116,106.552,8.268,1.441,5226.441,-0.643,164.277,0.002,11.655,15.742,1.369,0.001,-39.870,-88.495,-82.578
Cliente_17,2013,1372.981,8.665,15.813,0.537,74.262,1.474,28.270,4.217,1215.411,335.682,15.095,51.037,393.560,450.117,3.738,3.690,5072.685,-0.825,182.496,0.002,50.380,14.917,29.433,0.276,238.108,14.371,-1.294
Cliente_17,2003,114.495,5.590,2.608,12.951,69.013,3.009,24.757,2.818,617.630,759.170,28.703,64.084,832.068,314.719,7.342,8.381,4970.480,0.534,46.648,0.001,22.938,11.385,0.201,1.229,123.269,-62.176,14.143
Cliente_17,2014,4964.633,9.499,25.921,0.678,30.206,5.642,21.664,3.493,7809.819,376.899,5.346,40.041,326.925,121.616,6.430,2.565,4789.817,-1.729,272.872,0.002,5.354,16.123,38.222,0.048,648.968,-62.800,-60.110
Cliente_17,2019,3467.705,6.675,5.840,1.167,32.344,1.413,41.380,1.598,2223.659,738.345,23.916,59.598,453.305,358.929,2.935,9.569,4782.451,0.125,87.483,0.001,22.884,3.861,5.005,0.332,149.198,-20.820,226.005
Cliente_17,2019,5172.711,7.147,5.562,5.778,92.427,4.608,39.583,7.408,1982.132,308.203,84.705,7.166,234.378,770.566,8.709,8.691,4782.451,0.222,77.827,0.001,20.057,18.716,0.963,0.155,-91.540,228.771,-0.204
Cliente_18,2012,218.980,5.840,26.619,3.392,53.621,9.924,12.236,1.997,2496.159,881.745,20.945,84.802,948.745,589.361,9.687,3.142,4846.471,-3.558,455.814,0.001,5.403,16.318,7.847,0.353,304.878,-37.880,-67.564
Cliente_18,2011,645.656,7.869,2.005,13.327,92.141,5.765,49.856,7.107,678.880,492.734,13.918,86.206,792.051,176.176,1.291,9.841,4774.942,0.745,25.476,0.002,15.983,14.255,0.150,0.726,519.366,-77.757,662.047
Cliente_18,2021,9025.058,9.108,18.956,8.124,55.215,7.902,18.776,3.448,2567.323,309.744,71.977,96.095,960.701,307.516,6.421,2.511,5050.433,-1.081,208.116,0.002,6.988,18.366,2.333,0.121,33.509,-67.990,-60.897
Cliente_18,2020,4434.870,6.975,8.128,9.646,44.954,9.996,43.860,0.674,1081.238,490.946,91.959,37.985,649.531,688.810,9.289,8.968,4893.708,-0.165,116.527,0.001,4.497,1.536,0.843,0.454,-58.693,6.047,-3.461
Cliente_18,2020,1288.787,5.147,9.558,12.131,26.183,9.766,41.896,5.996,13.810,91.167,84.584,94.250,175.028,128.221,9.708,1.799,4893.708,-0.857,185.687,0.001,2.681,14.311,0.788,6.601,11.428,-26.743,-81.473
Cliente_18,2002,9050.875,8.416,12.948,12.025,38.699,1.901,24.192,4.597,3859.985,233.391,33.035,40.164,968.774,729.102,2.988,7.381,5226.441,-0.538,153.846,0.002,20.355,19.004,1.077,0.060,21.579,-24.740,147.006
Cliente_18,2018,8293.732,5.864,16.970,14.846,29.712,6.912,43.569,5.101,7326.112,219.590,3.169,11.002,693.867,948.839,6.090,6.752,5248.009,-1.894,289.391,0.001,4.299,11.709,1.143,0.030,247.140,36.747,10.870
Cliente_18,2018,3316.167,6.074,2.768,11.838,90.619,3.399,43.809,5.125,9691.049,526.922,59.074,30.875,928.916,948.749,9.430,8.980,5248.009,0.544,45.581,0.001,26.662,11.699,0.234,0.054,-47.736,2.135,-4.775
Cliente_18,2008,427.920,5.936,9.114,5.707,80.068,8.347,17.044,0.780,8845.635,1.683,91.805,14.509,787.205,392.210,2.266,5.020,5765.334,-0.535,153.536,0.001,9.593,4.576,1.597,0.000,-84.196,-50.177,121.542
Cliente_18,2002,4610.488,6.399,4.980,8.396,15.273,9.255,33.701,6.663,4931.327,917.978,77.662,16.593,224.014,994.289,7.708,3.387,5226.441,0.222,77.819,0.001,1.650,19.772,0.593,0.186,-78.635,343.851,-56.060
Cliente_19,2012,1627.402,7.735,5.556,1.220,12.316,5.897,40.089,3.590,2694.930,900.555,13.492,7.634,420.174,536.098,7.243,3.727,4846.471,0.282,71.827,0.002,2.089,8.954,4.555,0.334,-43.419,27.589,-48.536
Cliente_19,2011,738.020,9.491,3.936,8.791,25.375,2.664,36.699,4.101,4168.311,800.650,42.914,39.422,415.028,344.525,1.349,3.523,4774.942,0.585,41.478,0.002,9.525,11.175,0.448,0.192,-8.138,-16.987,161.157
Cliente_19,2017,8457.779,5.466,6.961,12.678,36.263,8.969,13.428,2.346,6455.903,677.857,98.840,40.338,149.052,411.479,9.006,5.425,5183.146,-0.274,127.361,0.001,4.043,17.471,0.549,0.105,-59.188,176.065,-39.768
Cliente_19,2012,2949.791,7.970,6.510,2.727,17.374,4.325,23.752,2.380,1880.169,620.653,44.104,33.287,588.346,383.660,3.983,7.266,4846.471,0.183,81.674,0.002,4.018,10.022,2.387,0.330,-24.527,-34.790,82.396
Cliente_19,2003,3187.850,8.068,21.219,5.732,85.939,5.012,31.658,5.620,2114.694,121.162,99.730,28.344,758.619,486.099,3.138,1.884,4970.480,-1.630,262.991,0.002,17.147,17.751,3.702,0.057,-71.579,-35.923,-39.967
Cliente_19,2015,9516.670,7.414,21.939,6.700,37.752,3.370,48.828,4.907,8239.870,757.432,63.095,46.358,939.710,609.353,7.712,8.820,4996.377,-1.959,295.927,0.001,11.203,10.049,3.274,0.092,-26.528,-35.155,14.372
Cliente_19,2018,742.930,5.155,22.169,4.771,45.772,5.186,33.589,0.840,7409.707,173.706,83.577,87.473,925.003,38.428,9.288,2.209,5248.009,-3.301,430.056,0.001,8.827,2.500,4.647,0.023,4.662,-95.846,-76.210
Cliente_19,2020,1701.882,9.712,8.693,10.099,54.019,3.036,32.144,5.835,7595.173,984.384,26.531,78.869,563.121,276.139,9.073,9.768,4893.708,0.105,89.503,0.002,17.792,18.153,0.861,0.130,197.272,-50.963,7.656
Cliente_19,2021,3755.203,5.825,9.164,9.203,69.494,3.417,43.632,6.358,8672.023,972.193,91.170,62.683,101.889,144.709,1.182,4.988,5050.433,-0.573,157.325,0.001,20.337,14.572,0.996,0.112,-31.246,42.025,321.962
Cliente_19,2007,7320.119,9.449,7.889,3.395,18.202,1.555,42.736,4.504,8210.353,808.652,91.503,52.734,286.807,609.047,8.356,8.432,5175.817,0.165,83.491,0.002,11.708,10.540,2.323,0.098,-42.370,112.354,0.909
Cliente_20,2016,290.453,7.526,5.742,9.887,64.103,3.268,35.894,6.445,881.325,721.562,72.928,18.932,355.928,583.991,2.236,6.679,4857.693,0.237,76.298,0.002,19.615,17.955,0.581,0.819,-74.040,64.076,198.678
Cliente_20,2005,1928.442,8.177,26.940,10.327,10.762,5.200,34.362,2.294,6145.183,655.745,23.014,10.663,744.466,944.357,2.803,2.591,4920.368,-2.295,329.462,0.002,2.069,6.677,2.609,0.107,-53.669,26.850,-7.537
Cliente_20,2002,8329.466,5.619,22.720,4.402,32.715,7.095,21.939,0.844,6335.242,997.472,53.929,13.666,307.778,72.145,4.683,6.710,5226.441,-3.043,404.314,0.001,4.611,3.849,5.162,0.157,-74.658,-76.560,43.303
Cliente_20,2009,8369.930,5.153,20.977,6.438,82.458,8.419,14.324,2.227,4034.531,260.167,78.705,26.607,788.302,889.537,6.125,1.042,5375.895,-3.071,407.091,0.001,9.794,15.544,3.258,0.064,-66.195,12.842,-82.980
Cliente_20,2022,2495.653,6.862,9.267,0.791,37.491,4.574,12.553,2.271,9653.313,419.147,90.746,81.026,331.986,500.977,9.160,3.462,5055.648,-0.350,135.042,0.001,8.196,18.094,11.719,0.043,-10.711,50.903,-62.206
Cliente_20,2016,4565.030,7.970,12.210,11.814,97.032,1.921,49.534,8.076,3833.781,388.887,67.515,76.529,261.299,867.630,5.118,7.851,4857.693,-0.532,153.200,0.002,50.516,16.303,1.034,0.101,13.351,232.045,53.390
Cliente_20,2012,9180.393,5.888,5.724,11.630,67.847,5.604,35.624,5.787,378.215,36.284,51.224,19.124,294.757,382.288,3.847,2.517,4846.471,0.028,97.221,0.001,12.108,16.245,0.492,0.096,-62.667,29.696,-34.568
Cliente_20,2004,7046.635,9.352,17.595,0.629,48.143,6.961,44.460,5.513,1994.943,708.361,84.697,68.292,851.363,299.057,7.441,7.880,4929.029,-0.881,188.139,0.002,6.916,12.401,27.973,0.355,-19.369,-64.873,5.904
Cliente_20,2016,2740.501,7.934,28.983,13.717,43.883,8.590,20.446,2.770,3731.641,572.470,84.223,34.228,471.066,55.008,8.010,5.406,4857.693,-2.653,365.278,0.002,5.109,13.550,2.113,0.153,-59.361,-88.323,-32.511
Cliente_20,2018,8235.239,6.749,25.856,9.887,41.384,4.368,38.444,5.357,141.757,190.725,87.773,9.841,866.527,854.386,5.388,7.872,5248.009,-2.831,383.123,0.001,9.474,13.934,2.615,1.345,-88.788,-1.401,46.099
Cliente_21,2010,6935.554,7.982,12.698,13.210,44.223,6.451,20.520,0.216,6763.279,256.636,31.958,62.559,800.099,802.463,9.284,6.085,4613.751,-0.591,159.090,0.002,6.856,1.052,0.961,0.038,95.753,0.295,-34.453
Cliente_21,2016,3444.153,6.689,7.624,4.209,59.255,2.234,30.926,4.256,3849.381,231.929,74.115,87.969,649.198,678.715,2.016,9.801,4857.693,-0.140,113.977,0.001,26.519,13.761,1.811,0.060,18.692,4.547,386.058
Cliente_21,2006,1290.179,9.440,22.088,8.254,52.696,8.476,18.067,3.294,8390.491,988.677,10.405,10.202,797.113,182.079,4.702,7.029,5018.055,-1.340,233.985,0.002,6.217,18.231,2.676,0.118,-1.948,-77.158,49.495
Cliente_21,2000,3836.121,9.977,4.805,1.205,23.781,1.944,38.137,6.434,5583.884,296.726,76.062,81.681,113.943,380.371,1.414,4.045,4620.370,0.518,48.159,0.002,12.232,16.869,3.989,0.053,7.388,233.824,186.097
Cliente_21,2021,5887.118,6.714,22.288,14.923,72.567,7.469,21.814,2.991,9877.928,464.813,5.543,19.104,696.474,359.240,3.355,5.708,5050.433,-2.320,331.983,0.001,9.716,13.711,1.494,0.047,244.651,-48.420,70.157
Cliente_21,2000,1671.035,9.507,18.101,10.099,66.728,2.060,11.576,0.444,546.607,100.709,85.348,40.677,59.588,29.787,3.828,7.305,4620.370,-0.904,190.399,0.002,32.398,3.834,1.792,0.184,-52.340,-50.011,90.829
Cliente_21,2020,8238.614,6.796,5.901,9.977,37.100,2.026,29.854,0.810,6434.344,175.527,66.672,96.269,942.525,684.780,7.341,1.857,4893.708,0.132,86.821,0.001,18.311,2.712,0.591,0.027,44.391,-27.346,-74.702
Cliente_21,2023,2982.724,5.942,11.631,0.786,69.550,1.956,18.308,1.963,1570.117,40.405,17.881,27.911,160.236,838.698,7.101,6.955,5423.356,-0.957,195.740,0.001,35.550,10.722,14.793,0.026,56.098,423.414,-2.055
Cliente_21,2007,2908.987,9.740,19.866,10.501,69.623,2.788,47.325,6.979,8488.607,291.277,36.395,39.186,416.612,973.471,7.908,3.237,5175.817,-1.040,203.951,0.002,24.974,14.748,1.892,0.034,7.668,133.664,-59.063
Cliente_21,2007,7278.591,9.591,2.084,6.543,34.298,2.798,23.224,0.679,8518.860,801.795,44.334,85.216,591.160,131.525,6.190,4.112,5175.817,0.783,21.724,0.002,12.259,2.925,0.318,0.094,92.216,-77.751,-33.573
Cliente_22,2005,5505.405,8.726,17.308,10.892,43.650,8.670,45.670,8.478,6851.802,881.509,60.650,71.724,761.014,13.758,1.558,6.824,4920.368,-0.983,198.341,0.002,5.035,18.563,1.589,0.129,18.259,-98.192,337.919
Cliente_22,2002,3786.997,5.089,19.983,5.768,19.569,2.940,28.296,4.482,9658.366,419.246,88.757,68.975,562.718,107.364,8.059,4.500,5226.441,-2.927,392.688,0.001,6.655,15.841,3.465,0.043,-22.289,-80.920,-44.164
Cliente_22,2015,8171.216,7.017,14.230,7.062,90.719,8.421,33.573,6.142,538.968,609.385,51.717,92.198,583.223,381.489,2.836,5.598,4996.377,-1.028,202.788,0.001,10.773,18.293,2.015,1.131,78.273,-34.589,97.401
Cliente_22,2010,789.227,5.179,10.885,1.913,54.318,2.715,30.168,4.267,7436.956,692.823,84.464,14.135,942.731,54.012,5.871,8.172,4613.751,-1.102,210.165,0.001,20.005,14.145,5.690,0.093,-83.266,-94.271,39.195
Cliente_22,2007,4442.445,7.745,24.934,10.054,83.965,4.041,48.554,2.088,2031.669,248.991,55.233,71.329,710.414,57.548,4.228,7.265,5175.817,-2.219,321.916,0.001,20.776,4.299,2.480,0.123,29.143,-91.899,71.829
Cliente_22,2010,5730.776,9.130,24.681,0.532,76.826,7.814,10.174,1.678,8688.631,398.472,32.077,97.543,674.569,267.711,5.073,7.236,4613.751,-1.703,270.343,0.002,9.831,16.490,46.406,0.046,204.088,-60.314,42.636
